loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N),normalizedLocationAltitude(m)
2024-07-07T20:43:41.098+02:00,82506,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.093137,-15.72651958465576,19.92237663269043,-36.80487060546875,318.5386657714844,318.2261657714844,10.0,1929701.318813167,0.0498809814453125,0.03302001953125,-0.998992919921875,1929701.287610167,-0.0001033306471072,0.0027981833554804,0.0004021373169962,1929701.317099167,8.155258178710938,17.52320861816406,-144.9118499755859,1929701.291354167,-1.87298207012786,0.0501577557953223,-0.0347305619338743,-0.0001886307145468,0.0028331156354397,-0.0002772924490272,0.0015751011669635,-0.0015356764197349,0.0010697841644287,XArbitraryCorrectedZVertical,0.0099082318417032,0.0288407438134997,-0.8053669581189722,0.5919917969271625,0.0501064918935298,0.0347235798835754,-0.9981400966644288,-15.70799350738525,19.86270713806152,-36.69268798828125,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929697.744661,0,160.2144,92.50194,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.158+02:00,82507,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.15308,-15.75955677032471,20.02665138244629,-36.60990905761719,318.5381774902344,318.2256774902344,10.0,1929701.37872225,0.0523834228515625,0.0365447998046875,-0.998992919921875,1929701.347520167,-0.0008708536624908,0.0091018853709101,0.0032357405871152,1929701.37763025,8.417831420898438,17.53045654296875,-145.0788421630859,1929701.351264167,-1.873178242050472,0.0505189491576095,-0.0347558630566209,0.0015573746059089,0.0112029919400811,0.0014743159990757,-0.000646948814392,-0.0020645074546337,-0.0018789172172546,XArbitraryCorrectedZVertical,0.0100490206760779,0.0289568512967216,-0.8054232295330171,0.5919071928166919,0.0504669658839702,0.0347488671541214,-0.9981210231781006,-15.79327774047852,19.83560943603516,-36.57867431640625,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929697.744661,0,160.2144,92.50194,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.218+02:00,82508,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.212948,-15.722412109375,20.06005477905273,-36.16044616699219,318.5401916503906,318.2276916503906,10.0,1929701.43863225,0.05133056640625,0.0334625244140625,-0.9989013671875,1929701.40742925,0.001374990097247,0.0218919832259416,-5.273058923194185e-05,1929701.43816325,8.549789428710938,17.43817138671875,-144.684814453125,1929701.41117325,-1.873234514753947,0.05171610357503,-0.0346884697977479,-0.0001436560414731,0.0235589127987623,-0.0005745704984292,0.0006299912929534,0.0007799491286277,-0.0035551786422729,XArbitraryCorrectedZVertical,0.0105519174245452,0.029283728223407,-0.8054336929476661,0.5918682230022898,0.0516619570553302,0.0346815139055252,-0.998062252998352,-15.59796047210693,19.82420539855957,-36.48492431640625,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929697.744661,0,160.2144,92.50194,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.278+02:00,82509,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.272884,-15.45013332366943,19.93680763244629,-36.38563537597656,318.552001953125,318.239501953125,10.0,1929701.49854325,0.0565185546875,0.0328369140625,-0.9985198974609376,1929701.46733925,0.0004239752306602,0.010889665223658,-0.003516704076901,1929701.49869825,8.12908935546875,17.54434204101562,-144.9502868652344,1929701.47108325,-1.873242016439543,0.0529005034348129,-0.0346132313338962,-0.0019448994426056,0.0135678583756089,-0.0040483102202415,-0.0010404959321022,-9.090453386306764e-05,0.0037707686424255,XArbitraryCorrectedZVertical,0.0110512990041432,0.0296039076915983,-0.8054294457931129,0.5918488733134457,0.0528441630303859,0.0346063189208507,-0.9980029463768004,-15.53381252288818,19.84051513671875,-36.56263732910156,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929697.744661,0,160.2144,92.50194,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.338+02:00,82510,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.332758,-15.50821113586426,19.79302597045898,-36.52401733398438,318.5523986816406,318.2398986816406,10.0,1929701.55845325,0.05780029296875,0.0355224609375,-0.9965362548828124,1929701.52725025,0.0009126652730628,-0.0142337968572974,-0.0010847054654732,1929701.55923225,8.420516967773438,17.48577880859375,-145.1941986083984,1929701.53099425,-1.873406160119959,0.0528494574391744,-0.0346568611058572,0.0012349805328994,-0.0124832103028893,0.0003628220874816,0.0036949776113033,0.0001706704497337,-0.0032318234443664,XArbitraryCorrectedZVertical,0.0110202442499504,0.029605455913142,-0.8054783386640508,0.5917828491297098,0.0527931377291679,0.0346499234437942,-0.998004138469696,-15.61960220336914,19.92729187011719,-36.75009155273438,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929698.809969,0,160.2039,92.50204,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.398+02:00,82511,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.392736,-15.54340076446533,19.85225486755371,-36.58280944824219,318.536865234375,318.224365234375,10.0,1929701.61836325,0.04803466796875,0.0339508056640625,-1.00128173828125,1929701.58716025,-0.0023742080666124,-0.022758575156331,0.0059694754891097,1929701.61976325,8.422317504882812,17.3154296875,-145.0868225097656,1929701.59090425,-1.873354069213648,0.0517077374086811,-0.034665761288409,-8.420203812420368e-05,-0.0233417768031358,0.0060893297195434,0.002621941268444,-9.762868285179138e-05,7.766485214233398e-05,XArbitraryCorrectedZVertical,0.0105570276430519,0.0292714829051988,-0.8054690930292127,0.5918205082142524,0.0516536459326744,0.0346588194370269,-0.9980634450912476,-15.64757442474365,20.02606582641602,-36.55850219726562,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929698.809969,0,160.2039,92.50204,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.457+02:00,82512,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.452606,-15.64155006408691,19.78537750244141,-36.66053771972656,318.5314331054688,318.2189331054688,10.0,1929701.67827325,0.04644775390625,0.0347442626953125,-0.9982757568359376,1929701.64707025,-0.0034876756835728,-0.0210027527064085,0.003304183948785,1929701.65002825,8.47247314453125,17.34600830078125,-145.1521301269531,1929701.65081425,-1.87322478308523,0.0503504378699528,-0.0346206718927405,-0.0047077815979719,-0.0227262936532497,0.0001625924487598,-0.0014097727835178,-0.000342484563589,0.0005451440811157,XArbitraryCorrectedZVertical,0.0100218870529684,0.0288523375092372,-0.8054377937151433,0.5918930121576399,0.0502990074455738,0.0346137546002864,-0.998134195804596,-15.6138801574707,19.8177490234375,-36.80450439453125,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929698.809969,0,160.2039,92.50204,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.517+02:00,82513,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.512544,-15.3941764831543,19.7711238861084,-36.49931335449219,318.5407104492188,318.2282104492188,10.0,1929701.73818325,0.0517730712890625,0.0355224609375,-0.99957275390625,1929701.70698025,-0.0004495415778364,-0.0184429232031106,-0.0017235978739336,1929701.71056025,8.443710327148438,17.39491271972656,-144.8028869628906,1929701.71072425,-1.873309585127084,0.049144692496957,-0.0347229470008537,0.0030471961945295,-0.0154720479622483,-0.0025183241814374,0.000938344746828,0.000562384724617,-0.0040982365608215,XArbitraryCorrectedZVertical,0.0095072163260868,0.0285362564468087,-0.8054688080919168,0.5918745616936115,0.0490953028202056,0.0347159691154956,-0.9981905817985536,-15.60434818267822,19.92195320129395,-36.51060485839844,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929698.809969,0,160.2039,92.50204,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.577+02:00,82514,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.572348,-15.64471912384033,19.71841430664062,-36.67953491210938,318.5380859375,318.2255859375,10.0,1929701.79809325,0.0507659912109375,0.035064697265625,-1.0001220703125,1929701.76689025,-0.0025220136158168,-0.0065471152774989,0.0013691311469301,1929701.77108725,8.558685302734375,17.38658142089844,-144.8091430664062,1929701.77063425,-1.87321097384593,0.0485188185779795,-0.0347488512457973,-0.0031776439864188,-0.0026063309051096,0.0022101877257227,0.0041113533079624,-0.0027136281132698,0.0001581311225891,XArbitraryCorrectedZVertical,0.0092460842922585,0.0283619191133979,-0.8054425470027375,0.59192269014054,0.0484705045819282,0.0347418598830699,-0.9982202053070068,-15.62377643585205,19.78740692138672,-36.73281860351562,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929698.809969,0,160.2039,92.50204,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
2024-07-07T20:43:41.637+02:00,82515,1720377820.999955,40.48038482449123,-4.071623961397431,771.1766,0.0,3.752988,186.5957339976654,180.0,3.363428772245645,4.744669000764858,-9999,1720377821.632359,-15.51344871520996,19.88391304016113,-36.69830322265625,318.5299682617188,318.2174682617188,10.0,1929701.85800325,0.0473480224609375,0.0339508056640625,-0.9967498779296876,1929701.82680025,-0.0021454426459968,0.0082936165854334,0.0001669802004471,1929701.83161825,8.571044921875,17.39753723144531,-145.1111602783203,1929701.83054425,-1.872991555131299,0.0489030012699186,-0.0347185350355539,-0.0018169323448091,0.0126946615055203,0.003092945087701,0.0011032968759536,0.000719379633665,0.000247299671173,XArbitraryCorrectedZVertical,0.0094066589371901,0.0284644506979753,-0.8053758288412597,0.5920061832776216,0.0488540530204772,0.0347115620970726,-0.9982025623321532,-15.62898254394531,19.80855369567871,-36.65992736816406,-1,1,1929699.029747042,stationary+automotive,0,2024-07-07T20:43:38.073+02:00,2024-07-04T15:01:54.251+02:00,23425,0.8475911,0.0,0.0,18070.19,20,18,2024-07-07T20:43:30.085+02:00,1929698.809969,0,160.2039,92.50204,1720373026.500783,0.0.0.0,10.214.108.195,iphone Senen,1720376576.551506,1,1720373026.475875,1,0.85,0,0.0
